courseid,coursetitle,durationinseconds,releasedate,description,assessmentstatus,iscourseretired,course-author,tag
sharepoint-server-2013-administration,SharePoint Server 2013 Administration,22133,2013-03-25T00:00:00Z,"In this essentials course, you'll be introduced to SharePoint Server 2013, where you'll learn the basic concepts of SharePoint and how to implement and deploy a SharePoint farm. To get the most out of this course, it is best if you have some experience with Microsoft Server and Active Directory.",None,no,Bill Kulterman,trainsignal admin server sharepoint-server-2013 microsoft sharepoint trainsignal admin server sharepoint-server-2013 microsoft sharepoint
sharepoint-server-2013-new-features,SharePoint Server 2013 New Features,10289,2013-06-28T00:00:00Z,"This is meant to be an overview of the new features and functions of SharePoint 2013. It's not meant to be a how-to course, but rather a glimpse into what new capabilities are available in SharePoint Server 2013. We will briefly explore what's new and exciting, as well as what has changed since SharePoint 2010.",None,no,Bill Kulterman,trainsignal admin server sharepoint-server-2013 microsoft sharepoint trainsignal admin server sharepoint-server-2013 microsoft sharepoint
show-me-angular,Application Building Patterns with AngularJS,9818,2014-01-02T00:00:00Z,Our focus is building an application. This means we're going to be less conceptual (as you might find with typical training approaches) and more pragmatic: what we need to know and do to get the job done. The code for this course is located at https://github.com/tekpub/congo.,None,no,Rob Conery,angular-js web developer javascript tekpub angular-js web developer javascript tekpub
signalr-across-web-devices,SignalR Across Web and Devices,14614,2014-01-09T00:00:00Z,"SignalR is a very cool piece of technology in the One ASP.NET stack that provides asynchronous signaling libraries for building real-time, multi-user interactive applications connecting disparate systems. We start slow by understanding the need for real-time apps and existing technologies, before unpacking SignalR in all its glory. We take a look at SignalR usage in building real-time connected web applications, before turning to client mobile apps. Windows Phone, Windows 8, HTML5, iOS and Android - all join the fun. Locations apps, Mapping, Chat, Live Game Scores, Object syncs - you name it, we got you covered with real-time apps! Come join me in this course as we explore some of these new real-time opportunities through demos and detailed code samples.",Live,no,Samidip Basu,signalr web microsoft developer mobile asp.net signalr web microsoft developer mobile asp.net
signalr-introduction,Introducing ASP.NET SignalR - Push Services with Hubs,12534,2013-03-20T00:00:00Z,ASP.NET SignalR enables you to design and build near-real-time web-based applications with the Push Services pattern by implementing hubs and clients - also beyond the web (browser).,Live,no,Christian Weyer,signalr web microsoft distributed-systems developer asp.net signalr web microsoft distributed-systems developer asp.net
silverlight5-new-features,What's New in Silverlight 5,6042,2011-04-12T00:00:00Z,"As the new version of Silverlight 5 has hit the interwebs, it's time for existing developers to learn what features can impact their projects. In this course, Shawn Wildermuth will show you the different areas of the new Silverlight 5 APIs including: Data Binding changes, 3D support, performance improvements and elevated trust changes.",Live,no,Shawn Wildermuth,xna silverlight web silverlight-5 microsoft developer xna silverlight web silverlight-5 microsoft developer
silverlight-advanced-topics,Silverlight 3 Advanced Topics,7553,2010-03-25T00:00:00Z,"This course covers more advanced topics in Silverlight 3 including server communication, custom controls, and navigation.",Live,no,Ian Griffiths,wcf silverlight web microsoft blend developer wcf silverlight web microsoft blend developer
silverlight-core,Core Silverlight 4,22798,2010-09-03T00:00:00Z,"Silverlight is a browser plug-in that runs Rich Internet Applications. It brings a trimmed down version of the .NET Framework to web browser client-side programming. It also provides a user interface framework that is very similar to WPF, enabling developers familiar with WPF to learn Silverlight with ease. This course shows the main aspects of building user interfaces with Silverlight 4.",Live,no,Ian Griffiths,xaml silverlight web microsoft blend developer xaml silverlight web microsoft blend developer
silverlight-fundamentals,Silverlight 3 Fundamentals,23528,2008-10-28T00:00:00Z,"Silverlight is a browser plug-in that runs Rich Internet Applications. It brings a trimmed down version of the .NET Framework to web browser client-side programming. It also provides a user interface framework that is very similar to WPF, enabling developers familiar with WPF to learn Silverlight with ease. This course shows the main aspects of building user interfaces with Silverlight 3.",Live,no,Ian Griffiths,silverlight web microsoft blend developer silverlight web microsoft blend developer
silverlight-ria-services,WCF RIA Services,17718,2010-09-03T00:00:00Z,"Microsoft WCF RIA Services provides a pattern to write application logic that runs on the mid-tier and controls access to data for queries, changes and custom operations. It also provides end-to-end support for common tasks such as data validation, authentication and roles by integrating with Silverlight components on the client and ASP.NET on the mid-tier.",Live,no,Yacine Khammal,wcf silverlight microsoft developer wcf silverlight microsoft developer
silverlight-ria-services-advanced-topics,WCF RIA Services Advanced Topics,12400,2010-09-03T00:00:00Z,This course covers advanced topics in WCF RIA Services with Silverlight 4 including security and unit testing,Live,no,Yacine Khammal,wcf silverlight microsoft developer wcf silverlight microsoft developer
silverlight-services,Silverlight Server Communication,11198,2011-10-13T00:00:00Z,"As a client-side technology, Silverlight needs a way to access data and functionality over the web. This course will show you how to access a variety of server-side communication using WCF, OData, REST, Sockets and more.",Live,no,Shawn Wildermuth,wcf silverlight web microsoft developer wcf silverlight web microsoft developer
single-page-apps-jumpstart,Single Page Apps JumpStart,18603,2013-03-14T00:00:00Z,"Build a Single Page Application (SPA), in JavaScript and HTML, with a rich user experience and runs on almost any device! Start from File | New project and build a fully functional SPA with multiple pages, insert, update, delete, validation, and more. We'll explore and build with the ASP.NET Hot Towel SPA template as well as powerful JavaScript libraries such as Durandal, Breeze, Knockout, toastr, Twitter Bootstrap, and jQuery.",Live,no,John Papa,spa web developer javascript spa web developer javascript
site-building-bootstrap-angularjs-ef-azure,"Building a Site with Bootstrap, AngularJS, ASP.NET, EF and Azure",23377,2013-07-31T00:00:00Z,"Sometimes you just need to get a site up and running fast. Whether it be a blog, an event site, a wedding announcement or a new business idea. Getting a website working should be a quick and easy task for a developer. This course uses a variety of technologies including ASP.NET MVC, Web API, Entity Framework, Bootstrap, AngularjS and Azure Websites to build and deploy a website.",Live,no,Shawn Wildermuth,twitter-bootstrap css angular-js web microsoft html5 open-source developer javascript twitter-bootstrap css angular-js web microsoft html5 open-source developer javascript
